,title,platform,release_date,other_platforms,metascore,user_score,developer,publisher,genre,players,rating,summary,url
0,Grand Theft Auto V,pc,"Apr 13, 2015","['PlayStation 3', 'PlayStation 4', 'PlayStation 5', 'Xbox 360', 'Xbox One', 'Xbox Series X']",96,7.8,Rockstar North,Rockstar Games,"['Modern', ',                                            ', 'Action Adventure', ',                                            ', 'Open-World', ' ']",Up to 32 ,M,"Los Santos: a sprawling sun-soaked metropolis full of self-help gurus, starlets and fading celebrities, once the envy of the Western world, now struggling to stay alive in a time of economic uncertainty and cheap reality TV. Amidst the turmoil, three very unique criminals plot their own chances of survival and success: Franklin, a street hustler looking for tangible opportunities and serious money; Michael, a professional ex-con whose retirement is less rosy than he figured it would be; and Trevor, a violent dude driven by the opportunity for a cheap high and his next big score. With options at a premium, the crew risks it all in a myriad of daring and dangerous heists that could set them up for life.",https://metacritic.com/game/pc/grand-theft-auto-v
1,Metal Gear Solid V: The Phantom Pain,xbox-one,"Sep  1, 2015","['PC', 'PlayStation 3', 'PlayStation 4', 'Xbox 360']",95,7.6,Kojima Productions,Konami,"['Modern', ',                                            ', 'Modern', ',                                            ', 'Action Adventure', ',                                            ', 'Open-World', ' ']",Up to 16 ,M,"Following the prologue METAL GEAR SOLID V: GROUND ZEROES, METAL GEAR SOLID V: THE PHANTOM PAIN concludes the METAL GEAR SOLID V experience by following the story of the protagonist of the series, Big Boss (a.k.a. Snake). The METAL GEAR SOLID V experience is Creator and Director Hideo Kojima's first time incorporating open world gameplay to the groundbreaking METAL GEAR franchise.",https://metacritic.com/game/xbox-one/metal-gear-solid-v-the-phantom-pain
2,The Witcher 3: Wild Hunt,pc,"May 18, 2015","['PlayStation 4', 'Switch', 'Xbox One']",93,9.1,CD Projekt Red Studio,Warner Bros. Interactive Entertainment,"['Action RPG', ',                                            ', 'Role-Playing', ',                                            ', 'Action RPG', ' ']",No Online Multiplayer,M,"With the Empire attacking the Kingdoms of the North and the Wild Hunt, a cavalcade of ghastly riders,  breathing down your neck, the only way to survive is to fight back. As Geralt of Rivia, a master swordsman and monster hunter, leave none of your enemies standing. Explore a gigantic open world, slay beasts and decide the fates of whole communities with your actions, all in a genuine next generation format.",https://metacritic.com/game/pc/the-witcher-3-wild-hunt
3,Metal Gear Solid V: The Phantom Pain,playstation-4,"Sep  1, 2015","['PC', 'PlayStation 3', 'Xbox 360', 'Xbox One']",93,8.2,Kojima Productions,Konami,"['Modern', ',                                            ', 'Action Adventure', ',                                            ', 'Modern', ',                                            ', 'Open-World', ' ']",Up to 16 ,M,"Following the prologue METAL GEAR SOLID V: GROUND ZEROES, METAL GEAR SOLID V: THE PHANTOM PAIN concludes the METAL GEAR SOLID V experience by following the story of the protagonist of the series, Big Boss (a.k.a. Snake). The METAL GEAR SOLID V experience is Creator and Director Hideo Kojima's first time incorporating open world gameplay to the groundbreaking METAL GEAR franchise.",https://metacritic.com/game/playstation-4/metal-gear-solid-v-the-phantom-pain
4,Journey,playstation-4,"Jul 21, 2015","['iPhone/iPad', 'PC', 'PlayStation 3']",92,8.3,Tricky Pixels,SCEA,"['Action', ',                                            ', 'Platformer', ',                                            ', '3D', ' ']",2 ,E,"The pioneers that brought you the award-winning PlayStation Network titles flOw & Flower are back with another title that challenges traditional gaming conventions. With Journey, thatgamecompany (TGC) continues its tradition of delivering simple gameplay and accessible controls in a rich interactive environment that invites players to explore and experience emotional chords that are still uncommon in video games. An exotic adventure with a more serious tone, Journey presents TGCs unique vision of an online adventure experience. Awakening in an unknown world, the player walks, glides, and flies through a vast and awe-inspiring landscape, while discovering the history of an ancient, mysterious civilization along the way. Journeys innovative approach to online play encourages players to explore this environment with strangers who cross their path from time to time. By traveling together, they can re-shape the experience  creating authentic moments they will remember and discuss with others.",https://metacritic.com/game/playstation-4/journey
5,Bloodborne,playstation-4,"Mar 24, 2015",,92,8.9,From Software,SCEA,"['Fantasy', ',                                            ', 'Role-Playing', ',                                            ', 'Action Adventure', ',                                            ', 'General', ',                                            ', 'Action RPG', ' ']",Up to 5 ,M,"Bloodborne is an action RPG in which you hunt for answers in the ancient city of Yharnam, now cursed with a strange endemic illness spreading through the streets like a disease. Peril, death and madness infest this dark world, and you're tasked with uncovering its darkest secrets which will be necessary for you to survive. Armed with a singular arsenal of weaponry, including guns and saw cleavers, you'll require wits, strategy and reflexes to dispatch the agile and intelligent enemies that guard the city's underbelly. You will utility holy chalices to access an array of vast underground ruins, chock full of traps, beasts, and rewards, to explore and conquer on your own or with other people.",https://metacritic.com/game/playstation-4/bloodborne
6,The Witcher 3: Wild Hunt,playstation-4,"May 19, 2015","['PC', 'Switch', 'Xbox One']",92,9.2,CD Projekt Red Studio,Warner Bros. Interactive Entertainment,"['Action RPG', ',                                            ', 'Role-Playing', ',                                            ', 'Action RPG', ' ']",No Online Multiplayer,M,"With the Empire attacking the Kingdoms of the North and the Wild Hunt, a cavalcade of ghastly riders,  breathing down your neck, the only way to survive is to fight back. As Geralt of Rivia, a master swordsman and monster hunter, leave none of your enemies standing. Explore a gigantic open world, slay beasts and decide the fates of whole communities with your actions, all in a genuine next generation format. Also known as ""The Witcher III: Wild Hunt""",https://metacritic.com/game/playstation-4/the-witcher-3-wild-hunt
7,Undertale,pc,"Sep 15, 2015","['PlayStation 4', 'PlayStation Vita', 'Switch', 'Xbox One']",92,8.5,tobyfox,tobyfox,"['Role-Playing', ',                                            ', 'General', ',                                            ', 'Japanese-Style', ' ']",No Online Multiplayer,,"A very unique, charming and ambitious game, taking the formula of a classic RPG like Earthbound and evolving it, changing things up so every character you encounter is full of life. A beautiful soundtrack that accompanies an amazing (and emotional) story that is never boring thanks to it's great dialogue focused on humor and likable characters. I can not find words to describe the amazing experience that is Undertale. Masterpiece",https://metacritic.com/game/pc/undertale
8,The Witcher 3: Wild Hunt,xbox-one,"May 19, 2015","['PC', 'PlayStation 4', 'Switch']",91,9.1,CD Projekt Red Studio,Warner Bros. Interactive Entertainment,"['Action RPG', ',                                            ', 'Role-Playing', ',                                            ', 'Action RPG', ' ']",No Online Multiplayer,M,"With the Empire attacking the Kingdoms of the North and the Wild Hunt, a cavalcade of ghastly riders,  breathing down your neck, the only way to survive is to fight back. As Geralt of Rivia, a master swordsman and monster hunter, leave none of your enemies standing. Explore a gigantic open world, slay beasts and decide the fates of whole communities with your actions, all in a genuine next generation format.",https://metacritic.com/game/xbox-one/the-witcher-3-wild-hunt
9,Metal Gear Solid V: The Phantom Pain,pc,"Sep  1, 2015","['PlayStation 3', 'PlayStation 4', 'Xbox 360', 'Xbox One']",91,7.9,Kojima Productions,Konami,"['Action Adventure', ',                                            ', 'Modern', ',                                            ', 'Open-World', ' ']",Up to 16 ,M,"The Soviet invasion of Afghanistan has brought a new edge to the Cold War, and in 1984, a one-eyed man with a prosthetic arm appears in the country. Those who know him call him Snake; the legendary mercenary who was once swept from the stage of history and left in a coma by American private intelligence network Cipher. Snake is accompanied by Ocelot, an old friend who saved him from attack when he finally awoke.Now, Snake's former partner Kazuhira Miller is being held by the Soviet forces in Afghanistan. Snake must undertake a solo mission to rescue Miller and prove to the world that the legendary mercenary is not dead and gone. That first step will lead to a path of vengeance against the very Cipher that slaughtered so many of Snake's men, and to a battle that will embroil the whole world...What started in Ground Zeroes must finish with ""V"".",https://metacritic.com/game/pc/metal-gear-solid-v-the-phantom-pain
