,title,platform,release_date,other_platforms,metascore,user_score,developer,publisher,genre,players,rating,summary,url
0,Tony Hawk's Pro Skater 2,playstation,"Sep 20, 2000","['iPhone/iPad', 'PC']",98,7.4,Neversoft Entertainment,Activision,"['Sports', ',                                            ', 'Alternative', ',                                            ', 'Skateboarding', ' ']",1-2 ,T,"This game is awesome! Perfect soundtrack, awesome gameplay and original graphics (very nice for PS plataform). A lot of secret areas and easter eggs to find. AWESOME, RADICAL! THIS ONE TOTALLY ROCKS!! It makes me try to fix my good old PS 1 to to play it.",https://metacritic.com/game/playstation/tony-hawks-pro-skater-2
1,Tony Hawk's Pro Skater 2,dreamcast,"Nov  6, 2000","['iPhone/iPad', 'PC']",97,6.1,Treyarch,Activision,"['Sports', ',                                            ', 'Alternative', ',                                            ', 'Skateboarding', ' ']",,T,"Hawk's back - with new technology, new pros and new tricks! THPS2, the legend rides on! Skate as legendary Tony Hawk or any one of 12 other pro skaters. Create your own custom skaters. Multiple play modes including 1-Player, Career and Free Skate modes, as well as 2-player modes such as Trick Attack, Graffiti Tag and Horse. Build your own custom skate parks with the real-time 3D park editor.",https://metacritic.com/game/dreamcast/tony-hawks-pro-skater-2
2,Perfect Dark,nintendo-64,"May 22, 2000",,97,8.8,Rare Ltd.,Nintendo,"['Action', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Sci-Fi', ' ']",,M, This was a great game. I bought it just recently (2006) because I played the xbox version at a friend's apoartment and it was awesome I had to get it for my N64 (I dont own an xbox 360) I thoroughly enjoy the multiplayer mode. Now that I've played PDZ and PD I know the entire story!,https://metacritic.com/game/nintendo-64/perfect-dark
3,NFL 2K1,dreamcast,"Sep  7, 2000",,97,6.2,Visual Concepts,Sega,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Football', ',                                            ', 'Sim', ' ']",,E,"Where did this idea that ""sports game can't be considered legitimately good"" come from? The amount of prejudice towards this game is ridiculous. The critics loved it. Don't get your shorts in a knot just because they happened to love a sports game. Can their opinions not always reflect the opinions of the general gaming population? Yes, but you should play the game before determining for yourself if that's the case. And for the record, many people love sports games (which makes sense, given how many viewers tune in to watch various sports, it should come as no surprise that a few of them are also gamers that would like to play games that represent the sport and are fun). The people giving these prejudiced 0 scores do not represent the general populace at all.",https://metacritic.com/game/dreamcast/nfl-2k1
4,Baldur's Gate II: Shadows of Amn,pc,"Sep 24, 2000",,95,9.1,BioWare,Interplay,"['Role-Playing', ',                                            ', 'PC-style RPG', ',                                            ', 'PC-style RPG', ',                                            ', 'Western-Style', ' ']",Up to 6 ,T,"An epic continuation of the story that began in ""Baldur's Gate,"" this RPG is set along the southern portion of the Sword Coast, a detailed and rich area of the Forgotten Realms called Amn. It features 300 spells and 130-plus monster types compared to only 130 spells and 60 monster types in Baldur's Gate. [Interplay]",https://metacritic.com/game/pc/baldurs-gate-ii-shadows-of-amn
5,The Legend of Zelda: Majora's Mask,nintendo-64,"Oct 25, 2000",,95,9.1,Nintendo,Nintendo,"['Action Adventure', ',                                            ', 'Fantasy', ' ']",1 Player,E,"Thrown into a parallel world by the mischievous actions of a possessed Skull Kid, Link finds a land in grave danger. The dark power of a relic called Majora's Mask has wreaked havoc on the citizens of Termina, but their most urgent problem is a suicidal moon crashing toward the world. Link has only 72 hours to find a way to stop its descent.",https://metacritic.com/game/nintendo-64/the-legend-of-zelda-majoras-mask
6,Final Fantasy IX,playstation,"Nov 13, 2000",,94,9.0,SquareSoft,Square EA,"['Role-Playing', ',                                            ', 'Console-style RPG', ' ']",1 Player,T,"The last Final Fantasy for the PlayStation, Final Fantasy IX returns to the pure fantasy roots that spawned the series.  This latest installment features highly detailed characters, vehicles, and environments, and breathtaking cinema-graphics.  The addition of brand new features such as the story-enhancing Active Time Event system and the return of minigames that grant additional gameplay make Final Fantasy IX not only a memorable gaming experience, but also a significant step forward in the series.",https://metacritic.com/game/playstation/final-fantasy-ix
7,Chrono Cross,playstation,"Aug 15, 2000",,94,8.8,SquareSoft,Square EA,"['Role-Playing', ',                                            ', 'Console-style RPG', ' ']",1 Player,T,"Featuring a storyline developed by the creator of Chrono Trigger and Xenogears, Chrono Cross has been christened the ""Best RPG Creation"" by its development team. With multiple scenarios cast along a single story thread, and many different endings, each replay can result in an entirely new adventure. In addition, a brand new battle system makes combat smooth and innovative by introducing an element field system and combo system that gives the player unparalleled flexibility in their fighting options. The elimination of random battles also quickens the pace of the game, and places the choice of where to battle in the player's hands. With character designs by a famed Japanese illustrator and music by the original Chrono Trigger composer, Chrono Cross features visuals and sounds that bring its magic to life.",https://metacritic.com/game/playstation/chrono-cross
8,Jet Grind Radio,dreamcast,"Oct 30, 2000",,94,8.3,Smilebit,Sega,"['Action', ',                                            ', 'Platformer', ',                                            ', '3D', ' ']",,T,"Great graphics and great sound! Best of all it's extremely innovative and unique. There's really no game like this one! Amazing characters and levels and the music is funky and fits the aesthetic perfectly. It's a Sega classic for sure and has inspired a new game that will be releasing this year. Jet Grind Radio is what a perfect game looks like.",https://metacritic.com/game/dreamcast/jet-grind-radio
9,Resident Evil Code: Veronica,dreamcast,"Feb 29, 2000",,94,9.4,NexTech,Capcom,"['Action Adventure', ',                                            ', 'Survival', ' ']",No Online Multiplayer,M,"Resident Evil Code: Veronica takes up the story of Claire Redfield, a character from Resident Evil 2. In that game she was searching for her brother Chris (a missing S.T.A.R.S. member) and in Resident Evil Code: Veronica we follow her to Europe where she continues her search at Umbrella headquarters.",https://metacritic.com/game/dreamcast/resident-evil-code-veronica
10,SSX,playstation-2,"Oct 30, 2000",,93,8.1,EA Sports Big,EA Sports Big,"['Sports', ',                                            ', 'Alternative', ',                                            ', 'Snowboarding', ' ']",1-2 ,E,"This game has long entertained me for hours long after the original ""Phat"" PS2 I got it with has long died. A pinnacle game in my childhood... I can't say anything more about how great this game is.",https://metacritic.com/game/playstation-2/ssx
11,Quake III Arena,dreamcast,"Oct 22, 2000",,93,8.4,Raster,Sega,"['Action', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Sci-Fi', ' ']",,M,"Prepare to abandon every ounce of common sence and any trace of doubt as you're engulfed by an online multiplayer frnezy throughout cyberspace! Delve into lands of eerie uncertainty and fatal hazards drawing you into the depths of dispair, as legions of foes surround you. Challenging the gut reaction that transported you here in the first place. Immerse yourself within.",https://metacritic.com/game/dreamcast/quake-iii-arena
12,Skies of Arcadia,dreamcast,"Nov 13, 2000",,93,8.8,Overworks,Sega,"['Role-Playing', ',                                            ', 'Console-style RPG', ' ']",,T,"The age of exploration has dawned and you are about to embark on a magical journey, a voyage of discovery across the vast Skies of Arcadia in search of treasures untold, and where there is treasure, there will be Air Pirates! With over six vast lands to navigate, magnificent ships to fly and customize, a host of weapons and magical spells to be discovered and unique Internet functions to aid your quest, Skies of Arcadia is the most immense gaming experience ever created.",https://metacritic.com/game/dreamcast/skies-of-arcadia
13,Test Drive Le Mans,dreamcast,"Nov 13, 2000","['PC', 'PC']",93,8.3,Melbourne House,Infogrames,"['Driving', ',                                            ', 'Racing', ',                                            ', 'GT / Street', ' ']",,E,"An absolut masterpiece!Every aspect of this game is at the top.If you own a dreamcast and you are a fan of racing games this is the best you can get.",https://metacritic.com/game/dreamcast/test-drive-le-mans
14,NBA 2K1,dreamcast,"Nov  1, 2000",,93,7.2,Visual Concepts,Sega,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Basketball', ',                                            ', 'Sim', ' ']",,E,,https://metacritic.com/game/dreamcast/nba-2k1
15,The Sims,pc,"Feb  4, 2000",['PlayStation 2'],92,7.9,Maxis,Maxis,"['Simulation', ',                                            ', 'Miscellaneous', ',                                            ', 'Virtual Life', ',                                            ', 'Virtual', ',                                            ', 'Virtual Life', ' ']",,T,"Лучшая игра в своем жанре, которая затянула у экранов миллионы игроков, в то время просто была невероятной. 10/10 серия живет и развивается",https://metacritic.com/game/pc/the-sims
16,Vagrant Story,playstation,"May 15, 2000",,92,9.0,SquareSoft,Square EA,"['Role-Playing', ',                                            ', 'Action RPG', ' ']",1 Player,T,"The complex story, the deep battle system, the great OST and the beautiful PSX graphics make this game the best one ever made. Great work by Matsuno and his team. (10.0)",https://metacritic.com/game/playstation/vagrant-story
17,Virtua Tennis,dreamcast,"Jun  8, 2000",['PC'],92,8.4,Hitmaker,SegaSoft,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Tennis', ' ']",,E,"Imagine how a tennis player feels when he enters the arena, the crowd is cheering, the atmosphere electric, the adrenaline rushes... Well now you can with Virtua Tennis, the most lifelike and playable tennis game ever! Play as one of eight licensed players and uncover the secret stars. As well as the traditional arcade mode you can play in the exhibition mode, with 4 player action via doubles play. Once you're mastered these modes take on the world in the world circuit mode, with unique training games, different challenges and shops to buy clothing, equipment, stages and playing partners. Virtua Tennis - so realisitc you can almost taste the strawberries and cream.",https://metacritic.com/game/dreamcast/virtua-tennis
18,Madden NFL 2001,playstation-2,"Oct 23, 2000",['PC'],91,7.5,EA Sports,EA Sports,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Football', ',                                            ', 'Sim', ' ']",1-8 ,E,"EA Sports steps up to the challenge of Sega's ""NFL2k1"" with mind-blowing graphics and innovative ""Madden Cards"" -- Upper Deck creations purchased with tokens earned by completing in-game challenges which can be used as power-ups during the game.  Match up all current NFL teams as well as great teams from the past in Season, Franchise, or Practice modes.",https://metacritic.com/game/playstation-2/madden-nfl-2001
19,Mario Tennis,nintendo-64,"Aug 28, 2000",,91,8.7,Camelot Software Planning,Nintendo,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Tennis', ' ']",,E,"All of your favorite characters hit the court in a wild and wacky multiplayer tennis game from the makers of Mario Golf. Mario, Luigi, Bowser, Peach, Toad, and Donkey Kong lead off the all-star, 14-player line-up. The fast-paced action will have you unleashing vicious volleys, life-saving lobs, ballistic backhands and electrifying super-charged smashes!",https://metacritic.com/game/nintendo-64/mario-tennis
20,Spyro: Year of the Dragon,playstation,"Oct 23, 2000",,91,8.9,Insomniac Games,SCEA,"['Action', ',                                            ', 'Platformer', ',                                            ', '3D', ' ']",1 Player,E,"Thieves have kidnapped a brood of dragon eggs, while, elsewhere in the Dragon Lands, a gateway to the Forgotten World has been uncovered. Sent to recapture the eggs, Spyro the Dragon, and his best friend Sparx, face a journey into uncharted territory against his most fearsome enemy yet - the Sorceress! All new playable characters, frantic challenges and new exciting worlds to explore - the Year of the Dragon begins here!",https://metacritic.com/game/playstation/spyro-year-of-the-dragon
21,DOA2: Hardcore,playstation-2,"Oct 25, 2000",,91,8.0,Team Ninja,Tecmo,"['Action', ',                                            ', 'Fighting', ',                                            ', '3D', ' ']",1-4 ,T," This is a game you can sit down and play for hours. So many different fighting styles unlike other fighting games that copy the same move list to characters, in DOA2 no two characters are alike.",https://metacritic.com/game/playstation-2/doa2-hardcore
22,The Longest Journey,pc,"Nov 16, 2000",,91,8.7,Funcom,Funcom,"['Adventure', ',                                            ', 'Third-Person', ',                                            ', 'Point-and-Click', ',                                            ', 'Fantasy', ',                                            ', 'Fantasy', ' ']",No Online Multiplayer,M," Masterpiece! This game is over 10 years old and could teach nearly all modern developers how to tell a story. Sod next-gen physics and fancy graphics, this is engrossing. No game since Ico has had me actually caring for characters like this one has. Even if you don't like the genre (I myself am a racer/fps guy) this is a must buy.",https://metacritic.com/game/pc/the-longest-journey
23,Tony Hawk's Pro Skater 2,pc,"Oct 25, 2000",['iPhone/iPad'],91,8.4,Neversoft Entertainment,Activision,"['Sports', ',                                            ', 'Alternative', ',                                            ', 'Individual', ',                                            ', 'Skateboarding', ',                                            ', 'Skateboarding', ',                                            ', 'Skate / Skateboard', ' ']",1-4 ,T,"Players can choose to skate with the skills of Tony Hawk, the most legendary pro of all time, or as one of 12 pro skaters from the star-studded lineup. The game's intuitive and solid control scheme allows players to perform hundreds of tricks in a variety of realistic, obstacle-filled, real-world locations.  [Activision]",https://metacritic.com/game/pc/tony-hawks-pro-skater-2
24,The Operative: No One Lives Forever,pc,"Nov 11, 2000",['PlayStation 2'],91,8.7,Monolith Productions,Fox Interactive,"['Action', ',                                            ', 'Shooter', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Modern', ',                                            ', 'Modern', ',                                            ', 'Arcade', ' ']",1-16 ,M,"The Operative: No One Lives Forever is a must have for every shooter fan! I really love the story, it has great a humour full of movie references. The graphics and sound rule and every James Bond fan will go crazy. Everything from gameplay to atmosphere is great fun!",https://metacritic.com/game/pc/the-operative-no-one-lives-forever
25,Marvel vs. Capcom 2,dreamcast,"Jun 29, 2000","['iPhone/iPad', 'PlayStation 2', 'PlayStation 3', 'Xbox 360']",90,8.8,Capcom,Capcom,"['Action', ',                                            ', 'Fighting', ',                                            ', '2D', ' ']",,T,"The world's most insane tag-team fantasy fighter is bigger than ever!  An unprecedented 56 characters include the debut of Jill from Resident Evil, Servbots from Mega Man and Cable from Marvel Comics fame.  Experience arcade perfect fighting with 3 on 3 tag-team battles, unbelievable control and hyper-fast animation.  Pick a fight with legendary Capcom characters and Super Heroes from the Marvel Universe and prepare to be amazed.",https://metacritic.com/game/dreamcast/marvel-vs-capcom-2
26,NHL 2001,pc,"Sep 28, 2000",['PlayStation 2'],90,6.5,EA Sports,EA Sports,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Team', ',                                            ', 'Ice Hockey', ',                                            ', 'Sim', ',                                            ', 'Sim', ' ']",1-8 ,E,"High-flyin', hard hittin', intense powerplay hockey is back with EA Sports' NHL 2001, bringing gamers out of the stands and onto the ice. Lace up the skates and play with or against all 30 National Hockey League teams, including the expansion Columbus Blue Jackets and Minnesota Wild.  [Electronic Arts]",https://metacritic.com/game/pc/nhl-2001
