,title,platform,release_date,other_platforms,metascore,user_score,developer,publisher,genre,players,rating,summary,url
10,F1 2020,xbox-one,"Jul 10, 2020","['PC', 'PlayStation 4', 'Stadia']",91,7.3,Codemasters,Codemasters,"['Racing', ',                                            ', 'Simulation', ',                                            ', 'Automobile', ' ']",Up to 20 ,E,"For the first time, players can create their own F1® team by creating a driver, then choosing a sponsor, an engine supplier, hiring a teammate and competing as the 11th team on the grid. Build facilities, develop the team over time and drive to the top. Customise your 10-year career mode, with a choice of F2™ Championship introduction options and season lengths to allow for a more exciting, multiple season, career. The addition of split-screen racing, a new steering assist and a more accessible race experience means that you can enjoy the game with friends, no matter what your skill level. F1® 2020 features all the official teams, drivers and 22 circuits, including two new races: Hanoi Circuit and Circuit Zandvoort. Online connection required to download the final teams’ 2020 cars (as applicable) and F2™ 2020 season content.",https://metacritic.com/game/xbox-one/f1-2020
11,Spelunky 2,pc,"Sep 29, 2020","['PlayStation 4', 'Switch', 'Xbox One', 'Xbox Series X']",91,6.8,Mossmouth,Mossmouth,"['Action', ',                                            ', 'Platformer', ',                                            ', '2D', ' ']",Online Multiplayer,,"I've been playing Spelunky sense the freeware version and this is by far the best iteration. With over 250 hours of play time already I still enjoy working towards the cosmic ocean ending. The game is challenging to learn but that's what makes it so rewarding to master. It adds a ton of new content compared to the last game with branching paths, mounts and far more elaborate secrets to discover and overcome. The music is also great besides the dwelling music being a bit underwhelming when compared with the previous games. This game is in contention with being my favorite game of all time with Celeste. Get this game if you enjoy a challenge and don't have an ego that makes you blame the game for your own failures to overcome.",https://metacritic.com/game/pc/spelunky-2
12,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,playstation-4,"Dec  4, 2020","['PC', 'Stadia', 'Switch', 'Xbox One']",91,8.0,Square Enix,Square Enix,"['Role-Playing', ',                                            ', 'Japanese-Style', ' ']",No Online Multiplayer,T,"The Definitive Edition includes all the content from the original release of the acclaimed DRAGON QUEST XI, and adds extra character-specific scenarios, the choice of playing with the original soundtrack or a grand orchestral version of the music, the ability to switch between 2D and 3D graphic modes, a Japanese voice-acting option, and much more. ",https://metacritic.com/game/playstation-4/dragon-quest-xi-s-echoes-of-an-elusive-age---definitive-edition
13,Animal Crossing: New Horizons,switch,"Mar 20, 2020",,90,5.6,Nintendo,Nintendo,"['Simulation', ',                                            ', 'Virtual', ',                                            ', 'Virtual Life', ' ']",Up to 8 ,E,"If the hustle and bustle of modern life’s got you down, Tom Nook has a new business venture up his sleeve that he knows you’ll adore: the Nook Inc. Deserted Island Getaway Package. Sure, you’ve crossed paths with colorful characters near and far. Had a grand time as one of the city folk. May’ve even turned over a new leaf and dedicated yourself to public service. But deep down, isn’t there a part of you that longs for…freedom? Then perhaps a long walk on the beach of a deserted island, where a rich wealth of untouched nature awaits, is just what the doctor ordered. Peaceful creativity and charm await as you roll up your sleeves and make your new life whatever you want it to be. Collect resources and craft everything from creature comforts to handy tools. Embrace your green thumb as you interact with flowers and trees in new ways. Set up a homestead where the rules of what goes indoors and out no longer apply. Make friends with new arrivals, enjoy the seasons, pole-vault across rivers as you explore, and more.",https://metacritic.com/game/switch/animal-crossing-new-horizons
14,Factorio,pc,"Aug 14, 2020",['Switch'],90,8.3,Wube Software LTD.,Wube Software LTD.,"['Strategy', ',                                            ', 'Management', ',                                            ', 'Business / Tycoon', ' ']",Online Multiplayer,,"Factorio is a game about building and creating automated factories to produce items of increasing complexity, within an infinite 2D world. Use your imagination to design your factory, combine simple elements into ingenious structures, and finally protect it from the creatures who don't really like you. ",https://metacritic.com/game/pc/factorio
15,Ori and the Will of the Wisps,xbox-one,"Mar 11, 2020","['PC', 'Switch', 'Xbox Series X']",90,8.9,Moon Studios,Microsoft Game Studios,"['Action', ',                                            ', 'Platformer', ',                                            ', '2D', ',                                            ', '', ',                                            ', 'Metroidvania', ' ']",No Online Multiplayer,E,"The little spirit Ori is no stranger to peril, but when a fateful flight puts the owlet Ku in harm’s way, it will take more than bravery to bring a family back together, heal a broken land, and discover Ori’s true destiny. From the creators of the acclaimed action-platformer Ori and the Blind Forest comes the highly anticipated sequel. Embark on an all-new adventure in a vast world filled with new friends and foes that come to life in stunning, hand-painted artwork. Set to a fully orchestrated original score, Ori and the Will of the Wisps continues the Moon Studios tradition of tightly crafted platforming action and deeply emotional storytelling.",https://metacritic.com/game/xbox-one/ori-and-the-will-of-the-wisps
16,Yakuza 0,xbox-one,"Feb 26, 2020","['PC', 'PlayStation 4']",90,8.0,Ryu ga Gotoku Studios,SegaSoft,"['Action Adventure', ',                                            ', 'Open-World', ' ']",No Online Multiplayer,M,"Tokyo 1988. Getting rich is easy, the women are beautiful, and everyone wants in on the action. It's time to become Yakuza.The glitz, glamour, and unbridled decadence of the 80s are back in Yakuza 0! Fight like hell through Tokyo and Osaka with protagonist Kazuma Kiryu and series regular Goro Majima. Play as Kazuma Kiryu and discover how he finds himself in a world of trouble when a simple debt collection goes wrong and his mark winds up murdered. Then, step into the silver-toed shoes of Goro Majima and explore his ""normal"" life as the proprietor of a cabaret club.Switch between three different fighting styles instantaneously and beat up all manner of goons, thugs, hoodlums, and lowlifes. Take combat up a notch by using environmental objects such as bicycles, sign posts, and car doors for bone-crunching combos and savage take-downs.Fighting is not the only way to kill time in 1988's Japan: from discos and hostess clubs to classic SEGA arcades, there are tons of distractions to pursue in the richly detailed, neon-lit world.Interact with the colourful denizens the red light district: help a budding S&M dominatrix learn her profession, or ensure a street performer can make it to the bathroom in time there are 100 incredible stories to discover.",https://metacritic.com/game/xbox-one/yakuza-0
17,Yakuza: Like a Dragon,xbox-one,"Nov 10, 2020","['PC', 'PlayStation 4', 'PlayStation 5', 'Xbox Series X']",89,8.6,Sega,Sega,"['Role-Playing', ',                                            ', 'Japanese-Style', ' ']",No Online Multiplayer,M,"Realmente el mimo que le ha dado sega a este juego, es difícil de superar, detalles enfermizos, y subtitulado.... maravilloso (eso si vaya novela venezolana)",https://metacritic.com/game/xbox-one/yakuza-like-a-dragon
18,Xenoblade Chronicles: Definitive Edition,switch,"May 29, 2020",,89,8.8,Monolith Soft,Nintendo,"['Role-Playing', ',                                            ', 'Action RPG', ' ']",No Online Multiplayer,T,"Join the fight between man and machine in the definitive edition of this critically-acclaimed RPG. Discover the origins of Shulk as he and his companions clash against a seemingly-unstoppable mechanical menace. Wield a future-seeing blade, chain together attacks, and carefully position your party members in strategic, real-time combat as you journey across a massive world. During an attack from the mechanical invaders known as the Mechon, Shulk discovers that he can tap into the full power of a mysterious blade known as the Monado. With the mighty Monado in hand, Shulk sets out to defeat the Mechon once and for all. In addition to the Mechon, you’ll run into wildlife that ranges from docile to deadly. Keep an eye on what attracts monsters’ attention to avoid unwanted conflict…or try your hand at bringing down an ultra-powerful Unique Monster. Upgrade your party as you progress through the adventure by selecting equipment, enhancing weapon skills, and using benefit-granting gems. Put your dependable companions to work by filling the party gauge to trigger a Chain Attack and attack enemies in quick succession.",https://metacritic.com/game/switch/xenoblade-chronicles-definitive-edition
19,There is no game : Wrong dimension,pc,"Aug  6, 2020","['iPhone/iPad', 'Switch']",89,8.7,Draw Me A Pixel,Draw Me A Pixel,"['Adventure', ',                                            ', 'General', ',                                            ', 'Point-and-Click', ' ']",No Online Multiplayer,E10+,One of the coolest most creative games of all time! the meta jokes are so clever and they always land and I'm happy I had the chance to play it. it's a must to everyone.,https://metacritic.com/game/pc/there-is-no-game-wrong-dimension
20,Dreams,playstation-4,"Feb 14, 2020",,89,8.7,Media Molecule,SCEE,"['Miscellaneous', ',                                            ', 'General', ',                                            ', 'Action Adventure', ',                                            ', 'Sandbox', ' ']",Online Multiplayer,T,"It's an easy-to-use toolkit for making & distributing your own games, movies, art, and music, with built-in collaboration facilities, and it runs on your PS4! And you can play everyone else's games, + Media Molecule's game! Incredible!",https://metacritic.com/game/playstation-4/dreams
21,Tony Hawk's Pro Skater 1 + 2,playstation-4,"Sep  4, 2020","['PC', 'PlayStation 5', 'Switch', 'Xbox One', 'Xbox Series X']",89,8.7,Vicarious Visions,Activision,"['Sports', ',                                            ', 'Individual', ',                                            ', 'Skate / Skateboard', ' ']",Up to 8 ,T,"As somebody who played these games from THPS1 all the way through to project 8 (skipped Ride and THPS5), I can definitely say that this is as much fun as I remember the game being when I was a child. The updated controls allow for better combo’s across every map, giving me new lines to discover, and old favorites are injected with a new life. The frame rate sticks to a smooth 60 on my PS4 Pro, and the graphics look incredible.I love that the game gives >700 challenges to keep me interested.  I also appreciate the 100’s of cosmetics I can earn by actually playing the game rather than buying a virtual currency (here’s hoping it stays that way)! This game has me excited for the first time in over a decade for the future of the Tony Hawk franchise and I’m extremely excited to see what they do next. Vicarious Visions fills that spot in my soul that only NeverSoft could do before them!",https://metacritic.com/game/playstation-4/tony-hawks-pro-skater-1-+-2
22,Devil May Cry 5: Special Edition,playstation-5,"Nov 12, 2020",['Xbox Series X'],89,8.4,Capcom,Capcom,"['Action Adventure', ',                                            ', 'General', ' ']",Up to 3 ,M,"Devil May Cry is back. The legendary stylish action game is better than ever in the ultimate version of this multi-award winning hit. New features: - New playable character - Dante's brother and arch-rival, Vergil- Legendary Dark Knight mode - an extremely challenging horde mode featuring huge numbers of enemies- Turbo mode - make the game even more intense by playing at 1.2x speed- Ray-tracing support - this next-generation graphics technology brings the already near-photorealistic world of DMC5 to a new level of unparalleled visual splendour- High Frame-Rate mode - experience super-smooth action These new features and modes utilise the power of PlayStation®5 to bring you the craziest, sexiest, most stylish Devil May Cry experience ever.",https://metacritic.com/game/playstation-5/devil-may-cry-5-special-edition
23,A Short Hike,switch,"Aug 18, 2020","['PC', 'PlayStation 4', 'Xbox One']",88,8.5,adamgryu,Whippoorwill Limited,"['Adventure', ',                                            ', 'General', ' ']",No Online Multiplayer,E,"Follow the marked trails or explore the backcountry as you make your way to the summit. Along the way, meet other hikers, discover hidden treasures, and take in the world around you. Explore the island any way you like. Choose your own path to follow and see where it leads you. You never know what you might stumble into!  Hike at your own pace - there's no need to rush to the summit! Take your time fishing along the river banks or swimming by the lakeshore.  Collect hidden treasures to reach new heights. Try taking a dive off the mountain peaks to soar above the forests.  Chat with the other hikers you meet along your route. You might be able to help each other out!  Listen to a lush original soundtrack by Mark Sparling that progresses dynamically as you explore the wilderness. ",https://metacritic.com/game/switch/a-short-hike
24,Tetris Effect: Connected,xbox-series-x,"Nov 10, 2020","['PC', 'PlayStation 4', 'Switch', 'Xbox One']",88,7.8,Monstars Inc.,Enhance Games,"['Puzzle', ',                                            ', 'Stacking', ' ']",Up to 4 ,E,"Tetris® Effect: Connected adds an all-new robust multiplayer expansion to the huge variety of addictive and innovative single-player modes that Tetris Effect is known for with all-new co-op and competitive online and local multiplayer modes. Tetris Effect is Tetris® like you've never seen it, or heard it, or felt it before—an incredibly addictive, unique, and breathtakingly gorgeous reinvention of one of the most popular puzzle games of all time, from the people who brought you the award-winning Rez Infinite and legendary puzzle game Lumines. Music, backgrounds, sounds, special effects—everything, down to the Tetris pieces themselves, pulse, dance, shimmer, and explode in perfect sync with how you're playing, making any of the game's 30+ stages and 10+ modes something you'll want to experience over and over again. A challenge for the mind and a feast for all the senses, Tetris Effect: Connected is the perfect excuse to play Tetris again... and again...and again, and again, and again and again and again and again and again and again and... Game leverages Smart Delivery allowing access to both the Xbox One title and the Xbox Series X|S title when available.",https://metacritic.com/game/xbox-series-x/tetris-effect-connected
25,Tony Hawk's Pro Skater 1 + 2,pc,"Sep  4, 2020","['PlayStation 4', 'PlayStation 5', 'Switch', 'Xbox One', 'Xbox Series X']",88,7.3,Vicarious Visions,Activision,"['Sports', ',                                            ', 'Individual', ',                                            ', 'Skate / Skateboard', ' ']",Up to 8 ,T,"Probably the best remake I've ever played. I'm really glad that they've chosen a conservative path for this game. You can really tell that they have tried their best to improve graphics and gameplay while keeping old vibes alive. Let alone the awesome soundtrack! From a technical point of view, the game runs really, really smooth, features great visuals and sound-design.",https://metacritic.com/game/pc/tony-hawks-pro-skater-1-+-2
26,Ori and the Will of the Wisps,pc,"Mar 11, 2020","['Switch', 'Xbox One', 'Xbox Series X']",88,8.7,Moon Studios,Microsoft Game Studios,"['Action', ',                                            ', 'Platformer', ',                                            ', '2D', ',                                            ', '', ',                                            ', 'Metroidvania', ' ']",No Online Multiplayer,E,"The little spirit Ori is no stranger to peril, but when a fateful flight puts the owlet Ku in harm’s way, it will take more than bravery to bring a family back together, heal a broken land, and discover Ori’s true destiny. From the creators of the acclaimed action-platformer Ori and the Blind Forest comes the highly anticipated sequel. Embark on an all-new adventure in a vast world filled with new friends and foes that come to life in stunning, hand-painted artwork. Set to a fully orchestrated original score, Ori and the Will of the Wisps continues the Moon Studios tradition of tightly crafted platforming action and deeply emotional storytelling.",https://metacritic.com/game/pc/ori-and-the-will-of-the-wisps
27,DOOM Eternal,xbox-one,"Mar 19, 2020","['PC', 'PlayStation 4', 'PlayStation 5', 'Stadia', 'Switch', 'Xbox Series X']",88,9.0,id Software,Bethesda Softworks,"['Action', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Arcade', ' ']",Up to 3 ,M,"DOOM Eternal is the direct sequel to 2016's DOOM. Developed by id Software, DOOM Eternal delivers the ultimate combination of speed and power, along with the next leap in push-forward, first-person combat. As the DOOM Slayer, you’ll return to take your vengeance against the forces of Hell. Set to an all-new pulse-pounding soundtrack composed by Mick Gordon, you fight across dimensions as you slay new and classic demons with powerful new weapons and abilities. [Bethesda]",https://metacritic.com/game/xbox-one/doom-eternal
28,Tony Hawk's Pro Skater 1 + 2,xbox-one,"Sep  4, 2020","['PC', 'PlayStation 4', 'PlayStation 5', 'Switch', 'Xbox Series X']",88,7.8,Vicarious Visions,Activision,"['Sports', ',                                            ', 'Individual', ',                                            ', 'Skate / Skateboard', ' ']",Up to 8 ,T,"Tony Hawk Pro Skater is back with a bang! As a kid, i absolutely adored these games. Then slowly over time, they declined massively. The last installment is absolutely awful. It was a real shame. But vicarious visions have done an amazing job with this remaster. It feels and plays exactly like the originals, but with great new graphics, added features like challenges and speed runs and online multiplayer. If you like the originals, it's a must buy. If you've never played them, pick this up and get ready for some amazing arcade skating fun.",https://metacritic.com/game/xbox-one/tony-hawks-pro-skater-1-+-2
29,Halo: The Master Chief Collection - Halo 3,pc,"Jul 14, 2020",['Xbox 360'],88,7.9,343 Industries,Xbox Game Studios,"['Action', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Arcade', ' ']",Up to 16 ,,"Halo 3 is the third game in the Halo Trilogy and provides the thrilling conclusion to the events begun in ""Halo: Combat Evolved."" Halo 3 will pick up where ""Halo 2"" left off. The Master Chief is returning to Earth to finish the fight. The Covenant occupation of Earth has uncovered a massive and ancient object beneath the African sands - an object who's secrets have yet to be revealed. Earth's forces are battered and beaten. The Master Chief's AI companion Cortana is still trapped in the clutches of the Gravemind - a horrifying Flood intelligence, and a civil war is raging in the heart of the Covenant. This is how the world ends...",https://metacritic.com/game/pc/halo-the-master-chief-collection---halo-3
30,F1 2020,pc,"Jul  9, 2020","['PlayStation 4', 'Stadia', 'Xbox One']",88,7.1,Codemasters,Codemasters,"['Racing', ',                                            ', 'Simulation', ',                                            ', 'Automobile', ' ']",Online Multiplayer,E,"For the first time, players can create their own F1® team by creating a driver, then choosing a sponsor, an engine supplier, hiring a teammate and competing as the 11th team on the grid. Build facilities, develop the team over time and drive to the top. Customise your 10-year career mode, with a choice of F2™ Championship introduction options and season lengths to allow for a more exciting, multiple season, career. The addition of split-screen racing, a new steering assist and a more accessible race experience means that you can enjoy the game with friends, no matter what your skill level. F1® 2020 features all the official teams, drivers and 22 circuits, including two new races: Hanoi Circuit and Circuit Zandvoort. Online connection required to download the final teams’ 2020 cars (as applicable) and F2™ 2020 season content.",https://metacritic.com/game/pc/f1-2020
31,DOOM Eternal,pc,"Mar 20, 2020","['PlayStation 4', 'PlayStation 5', 'Stadia', 'Switch', 'Xbox One', 'Xbox Series X']",88,8.8,id Software,Bethesda Softworks,"['Action', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Arcade', ' ']",Up to 3 ,M,"DOOM Eternal is the direct sequel to 2016's DOOM. Developed by id Software, DOOM Eternal delivers the ultimate combination of speed and power, along with the next leap in push-forward, first-person combat. As the DOOM Slayer, you’ll return to take your vengeance against the forces of Hell. Set to an all-new pulse-pounding soundtrack composed by Mick Gordon, you fight across dimensions as you slay new and classic demons with powerful new weapons and abilities. [Bethesda]",https://metacritic.com/game/pc/doom-eternal
