,title,platform,release_date,other_platforms,metascore,user_score,developer,publisher,genre,players,rating,summary,url
0,Half-Life 2,pc,"Nov 16, 2004",,96,9.2,Valve Software,VU Games,"['Action', ',                                            ', 'Shooter', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Sci-Fi', ',                                            ', 'Sci-Fi', ',                                            ', 'Arcade', ' ']",No Online Multiplayer,M,"[Metacritic's 2004 PC Game of the Year]  By taking the suspense, challenge and visceral charge of the original, and adding startling new realism and responsiveness, Half-Life 2 opens the door to a world where the player's presence affects everything around him, from the physical environment to the behaviors -- even the emotions -- of both friends and enemies. The player again picks up the crowbar of research scientist Gordon Freeman, who finds himself on an alien-infested Earth being picked to the bone, its resources depleted, its populace dwindling. Freeman is thrust into the unenviable role of rescuing the world from the wrong he unleashed back at Black Mesa. And a lot of people -- people he cares about -- are counting on him. [Vivendi Universal]",https://metacritic.com/game/pc/half-life-2
1,Grand Theft Auto: San Andreas,playstation-2,"Oct 26, 2004","['iPhone/iPad', 'PC', 'PlayStation 3', 'PlayStation 4', 'Xbox 360']",95,9.1,Rockstar North,Rockstar Games,"['Action Adventure', ',                                            ', 'Modern', ' ']",1-2 ,M,"[Metacritic's 2004 PS2 Game of the Year]  Five years ago Carl Johnson escaped from the pressures of life in Los Santos, San Andreas... a city tearing itself apart with gang trouble, drugs and corruption. Where filmstars and millionaires do their best to avoid the dealers and gangbangers. Now, it's the early 90s. Carl's got to go home. His mother has been murdered, his family has fallen apart and his childhood friends are all heading towards disaster. On his return to the neighborhood, a couple of corrupt cops frame him for homicide. CJ is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets. [Rockstar]",https://metacritic.com/game/playstation-2/grand-theft-auto-san-andreas
2,Halo 2,xbox,"Nov  9, 2004",['PC'],95,8.7,Bungie Software,Microsoft Game Studios,"['Action', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Sci-Fi', ' ']",1-16 ,M,"The Covenant alien race threatens to destroy all humankind, and the only thing standing in its way is Master Chief, a genetically enhanced supersoldier. Master Chief returns in Halo 2, which features new vehicles, weapons, environments, and more. This time, you can interact with your environment, wield two weapons at the same time, board opponents' vehicles, and even switch sides to play the role of a Covenant Elite. Halo 2 also supports broadband multiplayer action via Xbox Live. ",https://metacritic.com/game/xbox/halo-2
3,Burnout 3: Takedown,xbox,"Sep  7, 2004",['PlayStation 2'],94,7.6,Criterion Games,EA Games,"['Driving', ',                                            ', 'Racing', ',                                            ', 'Arcade', ' ']",8  Online,T,"Burnout 3 challenges you to crash into (and through) busy intersections, while creating as much damage as possible. You can battle your way to the front of the pack by taking down rivals and causing spectacular crashes. For those who thirst for crashes, the game includes a crash mode that rewards you for creating massive pileups. With multiplayer gameplay, more than 100 events, and 40 tracks, Burnout 3 provides intense speed and action.",https://metacritic.com/game/xbox/burnout-3-takedown
4,Burnout 3: Takedown,playstation-2,"Sep  7, 2004",,93,9.0,Criterion Games,EA Games,"['Driving', ',                                            ', 'Racing', ',                                            ', 'Arcade', ' ']",1-16 ,T,"Burnout 3 takes the hit series even further, now featuring a unique ""crash and burn"" racing concept and a one-of-a-kind special effects engine that delivers spectacular visuals. The intensity heats up as players race, and often crash, their way through oncoming traffic in an attempt to claim the top spot. Boasting multiple single-player, multiplayer and online crash and race modes, Burnout 3 offers players the opportunity to race through busy city streets and be rewarded for taking risks that result in heart-pounding action and electrifying crashes. [Electronic Arts]",https://metacritic.com/game/playstation-2/burnout-3-takedown
5,Tom Clancy's Splinter Cell Pandora Tomorrow,xbox,"Mar 23, 2004","['PC', 'PlayStation 3', 'Xbox 360']",93,8.6,Ubisoft Shanghai,Ubisoft,"['Action Adventure', ',                                            ', 'Modern', ' ']",1-4 ,T,"Tom Clancy's Splinter Cell: Pandora Tomorrow, the sequel to the stealth-action game Splinter Cell, once again casts you in the role of Sam Fisher, who is sent in to destroy top-secret documentation held in the embassy of militia leader Suhadi Sadono.  Use all-new moves and prototype gear to infiltrate buildings and spare the hostages.  This time, you can take your games of espionage against three other players in online multiplayer mode, in which you choose to play as either a mercenary or spy.  You've got the moves and the gear, now put them to use.",https://metacritic.com/game/xbox/tom-clancys-splinter-cell-pandora-tomorrow
6,Unreal Tournament 2004,pc,"Mar 16, 2004",,93,8.8,Epic Games,Atari,"['Action', ',                                            ', 'Shooter', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Sci-Fi', ',                                            ', 'Sci-Fi', ',                                            ', 'Arcade', ' ']",1-32 ,M,"Reload, rev up and ride out. The new Tournament is faster, higher and meaner. Land and air based vehicles take combat to a new level; while an arsenal of new weaponry, daunting arenas and battlefields and the challenge of the Assault and Onslaught modes make the gladiator blood sport of the future a brand new experience. Buckle up; it?s gonna be one hell of a ride!  [Atari]",https://metacritic.com/game/pc/unreal-tournament-2004
7,World of Warcraft,pc,"Nov 23, 2004",,93,7.4,Blizzard Entertainment,Blizzard Entertainment,"['Role-Playing', ',                                            ', 'Miscellaneous', ',                                            ', 'Massively Multiplayer Online', ',                                            ', 'Massively Multiplayer', ',                                            ', 'Board / Card Game', ',                                            ', 'Fantasy', ',                                            ', 'Fantasy', ' ']",Massively Multiplayer,T,"Four years have passed since the aftermath of Warcraft III: Reign of Chaos, and a great tension now smolders throughout the ravaged world of Azeroth. As the battle-worn races begin to rebuild their shattered kingdoms, new threats, both ancient and ominous, arise to plague the world once again. World of Warcraft is an online role-playing experience set in the award-winning Warcraft universe. Players assume the roles of Warcraft heroes as they explore, adventure, and quest across a vast world. Being ""Massively Multiplayer,"" World of Warcraft allows thousands of players to interact within the same world. Whether adventuring together or fighting against each other in epic battles, players will form friendships, forge alliances, and compete with enemies for power and glory. A dedicated live team will create a constant stream of new adventures to undertake, lands to explore, and monsters to vanquish. This content ensures that the game will never be the same from month to month, and will continue to offer new challenges and adventures for years to come. [Blizzard Entertainment]",https://metacritic.com/game/pc/world-of-warcraft
8,World Soccer Winning Eleven 7 International,playstation-2,"Feb 17, 2004",,93,8.4,KCET,Konami,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Soccer', ',                                            ', 'Sim', ' ']",1-8 ,E,"Winning Eleven 7 International features 100 teams, 21 stadiums, new player models and key additions to the Master League. Winning Eleven 7 also utilizes a custom designed engine that allows for great flexibility and customization. Upon entering a match, players will find incredibly masterful gameplay, beautifully rendered stadiums and picture-perfect player models. While on the field, players will experience true-to-life gameplay, with carefully tuned A.I., realistic pace and balance. [Konami]",https://metacritic.com/game/playstation-2/world-soccer-winning-eleven-7-international
9,World Soccer Winning Eleven 7 International,pc,"Apr  9, 2004",,92,7.0,KCET,VU Games,"['Sports', ',                                            ', 'Traditional', ',                                            ', 'Team', ',                                            ', 'Soccer', ',                                            ', 'Sim', ',                                            ', 'Sim', ' ']",1-2 ,E,"Winning Eleven 7 International features 100 teams, 21 stadiums, new player models and key additions to the Master League. Winning Eleven 7 also utilizes a custom designed engine that allows for great flexibility and customization. Upon entering a match, players will find incredibly masterful gameplay, beautifully rendered stadiums and picture-perfect player models. While on the field, players will experience true-to-life gameplay, with carefully tuned A.I., realistic pace and balance. [Konami]",https://metacritic.com/game/pc/world-soccer-winning-eleven-7-international
