,title,platform,release_date,other_platforms,metascore,user_score,developer,publisher,genre,players,rating,summary,url
0,Super Mario Galaxy 2,wii,"May 23, 2010",,97,9.1,Nintendo EAD Tokyo ,Nintendo,"['Action', ',                                            ', 'Platformer', ',                                            ', 'Platformer', ',                                            ', '3D', ',                                            ', '3D', ' ']",No Online Multiplayer,E,"Super Mario Galaxy 2, the sequel to the galaxy-hopping original game, includes the gravity-defying, physics-based exploration from the first game, but is loaded with entirely new galaxies and features to challenge players. On some stages, Mario can pair up with his dinosaur buddy Yoshi and use his tongue to grab items and spit them back at enemies. Players can also have fun with new items such as a drill that lets our hero tunnel through solid rock. [Nintendo]",https://metacritic.com/game/wii/super-mario-galaxy-2
1,Mass Effect 2,xbox-360,"Jan 26, 2010","['PC', 'PlayStation 3']",96,8.9,BioWare,Electronic Arts,"['Role-Playing', ',                                            ', 'Action RPG', ',                                            ', 'Action RPG', ' ']",No Online Multiplayer,M,"The Mass Effect trilogy is a science fiction adventure set in a vast universe filled with dangerous alien life forms and mysterious uncharted planets. In this dark second chapter, Saren’s evil army of Geth soldiers has just been defeated, and humans, who are still struggling to make their mark on the galactic stage, are now faced with an even greater peril. [BioWare]",https://metacritic.com/game/xbox-360/mass-effect-2
2,Red Dead Redemption,playstation-3,"May 18, 2010",['Xbox 360'],95,8.9,Rockstar San Diego,Rockstar Games,"['Action', ',                                            ', 'Shooter', ',                                            ', 'Third-Person', ',                                            ', 'Historic', ',                                            ', 'Action Adventure', ',                                            ', 'Historic', ',                                            ', 'Historic', ',                                            ', 'Open-World', ' ']",Up to 16 ,M,"Developed by Rockstar San Diego, as a follow up to the 2004 hit game Red Dead Revolver, Red Dead Redemption is a Western epic, set at the turn of the 20th century when the lawless and chaotic badlands began to give way to the expanding reach of government and the spread of the Industrial Age.  The story of former outlaw, John Marston, Red Dead Redemption takes players on a great adventure across the American frontier. Utilizing Rockstar's proprietary Rockstar Advanced Game Engine (RAGE), Red Dead Redemption features an open-world environment for players to explore, including frontier towns, rolling prairies teeming with wildlife, and perilous mountain passes - each packed with an endless flow of varied distractions. Along the way, players experience the heat of gunfights and battles, meet a host of unique characters, struggle against the harshness of one of the world’s last remaining wildernesses, and ultimately pick their own precarious path through an epic story about the death of the Wild West and the gunslingers that inhabited it. [Rockstar Games]",https://metacritic.com/game/playstation-3/red-dead-redemption
3,Red Dead Redemption,xbox-360,"May 18, 2010",['PlayStation 3'],95,9.0,Rockstar San Diego,Rockstar Games,"['Action', ',                                            ', 'Action Adventure', ',                                            ', 'Shooter', ',                                            ', 'Historic', ',                                            ', 'Historic', ',                                            ', 'Open-World', ',                                            ', 'Third-Person', ',                                            ', 'Historic', ' ']",Up to 16 ,M,"Developed by Rockstar San Diego, as a follow up to the 2004 hit game Red Dead Revolver, Red Dead Redemption is a Western epic, set at the turn of the 20th century when the lawless and chaotic badlands began to give way to the expanding reach of government and the spread of the Industrial Age.  The story of former outlaw, John Marston, Red Dead Redemption takes players on a great adventure across the American frontier. Utilizing Rockstar's proprietary Rockstar Advanced Game Engine (RAGE), Red Dead Redemption features an open-world environment for players to explore, including frontier towns, rolling prairies teeming with wildlife, and perilous mountain passes - each packed with an endless flow of varied distractions. Along the way, players experience the heat of gunfights and battles, meet a host of unique characters, struggle against the harshness of one of the world’s last remaining wildernesses, and ultimately pick their own precarious path through an epic story about the death of the Wild West and the gunslingers that inhabited it. [Rockstar Games]",https://metacritic.com/game/xbox-360/red-dead-redemption
4,Mass Effect 2,pc,"Jan 26, 2010","['PlayStation 3', 'Xbox 360']",94,8.9,BioWare,Electronic Arts,"['Role-Playing', ',                                            ', 'Action RPG', ',                                            ', 'Action RPG', ' ']",No Online Multiplayer,M,"The Mass Effect trilogy is a science fiction adventure set in a vast universe filled with dangerous alien life forms and mysterious uncharted planets. In this dark second chapter, Saren’s evil army of Geth soldiers has just been defeated, and humans, who are still struggling to make their mark on the galactic stage, are now faced with an even greater peril. [BioWare]",https://metacritic.com/game/pc/mass-effect-2
5,Pac-Man Championship Edition DX,xbox-360,"Nov 17, 2010","['iPhone/iPad', 'PlayStation 3']",93,7.7,Namco Bandai Games,Namco Bandai Games,"['Adventure', ',                                            ', 'General', ',                                            ', 'Action', ',                                            ', 'General', ',                                            ', 'General', ',                                            ', 'Arcade', ' ']",,E,"PAC-MAN Championship Edition DX continues to uphold NAMCO BANDAI's tradition of enhancing a classic franchise for today's gamer. Building upon PAC-MAN Championship Edition’s original six courses, the new game features more than 100 varied and mind-boggling mazes to navigate. Several new modes will also be available to test a player's pellet-munching aptitude. In Time Attack Mode, players will vie for the quickest clear time. Fulfill a series of objectives in Mission Mode or compete to devour the most number of ghosts gobbled in Ghost Mode. ",https://metacritic.com/game/xbox-360/pac-man-championship-edition-dx
6,Starcraft II: Wings of Liberty,pc,"Jul 27, 2010",,93,8.3,Blizzard Entertainment,Blizzard Entertainment,"['Strategy', ',                                            ', 'Real-Time', ',                                            ', 'Sci-Fi', ',                                            ', 'Command', ' ']",Up to 4 ,T,"StarCraft II continues the epic saga of the Protoss, Terran, and Zerg. These three distinct and powerful races clash once again in the fast-paced real-time strategy sequel to the legendary original, StarCraft. Legions of veteran, upgraded, and brand-new unit types do battle across the galaxy, as each faction struggles for survival. Featuring a unique single-player campaign that picks up where StarCraft: Brood War left off, StarCraft II presents a cast of new heroes and familiar faces in an edgy sci-fi story filled with adventure and intrigue. In addition, Blizzard again offers unparalleled online play through Battle.net, the company's world-renowned gaming service, with several enhancements and new features to make StarCraft II the ultimate competitive real-time strategy game. Features fast-paced, hard-hitting, tightly balanced competitive real-time strategy gameplay that recaptures and improves on the magic of the original game. New units and gameplay mechanics further distinguish each race. Vibrant new 3D-graphics engine with support for dazzling visual effects and massive unit and army sizes. Full map-making and scripting tools to give players incredible freedom in customizing and personalizing their gameplay experience. [Blizzard]",https://metacritic.com/game/pc/starcraft-ii-wings-of-liberty
7,Rock Band 3,xbox-360,"Oct 26, 2010",['PlayStation 3'],93,8.0,Harmonix Music Systems,MTV Games,"['Action', ',                                            ', 'Miscellaneous', ',                                            ', 'Rhythm', ',                                            ', 'Music', ',                                            ', 'Music', ' ']",,T,"Everyone has talked about how the rhythm gaming genre has been in slow decline for years, but fortunately no on at Harmonix took these claims seriously.  Rock Band 3 innovates that game in nearly every way possible and includes nearly all features that fans have requested for years.The biggest innovations are the addition of keys and Pro Mode.  Keys(a 2.5 octave midi keyboard that can be played sitting or as a keytar) adds the last traditional rock instrument to the mix.  With keys and harmony vocals(as first seen in The Beatles Rock Band) you can now have up to 7 players simultaneously rocking out.  Pro Mode is Harmonix's response to the ever present question, ""Why don't you just learn to play real instruments.""  Playing Pro Mode on Expert, that is exactly what you're doing.  You're playing the actual guitar, bass, drum, and keyboard parts.While not as flashy, the new song management system is crucial for Rock Band players with hundreds of songs in their collection.  Also handy is the ability to save custom playlists.  The song selection is a great mix of classic hits, new stuff, and deep cuts. The only cons I can see:1. A few songs from RB1 and RB2 won't transfer into the RB3 library.2. Gone are crowd-singalongs for RB3 on-disc songs.3. To get the full Rock Band experience you need to spend a lot of money to get a pro guitar, keys, drum cymbals, and all the great DLC that is available. All in all this is a landmark game, and the pinnacle of the rhythm gaming genre.",https://metacritic.com/game/xbox-360/rock-band-3
8,God of War III,playstation-3,"Mar 16, 2010",,92,8.8,SCE Santa Monica,SCEA,"['Action Adventure', ',                                            ', 'Fantasy', ',                                            ', 'Fantasy', ',                                            ', 'Linear', ' ']",No Online Multiplayer,M,"Set in the realm of brutal Greek mythology, God of War III is a single-player game which allows players to take on the climatic role of the ex-Spartan warrior, Kratos, as he scales through the intimidating heights of Mt. Olympus and the dark depths of Hell to seek revenge on those who have betrayed him. Armed with double-chained blades, and an array of new weapons and magic for this iteration of the trilogy, Kratos must take on mythology’s darkest creatures while solving intricate puzzles throughout his merciless quest to destroy Olympus. [SCEA]",https://metacritic.com/game/playstation-3/god-of-war-iii
9,Super Street Fighter IV,playstation-3,"Apr 27, 2010","['3DS', 'Xbox 360']",92,7.8,Capcom,Capcom,"['Action', ',                                            ', 'Fighting', ',                                            ', 'Fighting', ',                                            ', '3D', ',                                            ', '2D', ',                                            ', '3D', ' ']",Up to 8 ,T,"The follow-up to Street Fighter IV further redefines the fighting game genre with classic 2D Street Fighter fighting action, a host of new and returning characters, more advanced online gameplay, new ultra combos and much more. Super Street Fighter IV features the full roster of 25 characters from Street Fighter IV such as Ryu, Ken, Crimson Viper, Abel, El Fuerte, and Rufus, while adding about eight characters new to the world of Street Fighter IV. The impressive new roster includes classic combatants from previous Street Fighter games like T. Hawk as well as all-new characters such as the mysterious and deadly female fighter, Juri. Super Street Fighter IV adds new Ultra Combos and advancements to the state of the art online matchmaking and online gameplay introduced in Street Fighter IV with numerous additional features. Super Street Fighter IV takes many of the groundbreaking features introduced in Street Fighter IV and refines everything to deliver the ultimate vision of Street Fighter to fans the world over. [Capcom]",https://metacritic.com/game/playstation-3/super-street-fighter-iv
