,title,platform,release_date,other_platforms,metascore,user_score,developer,publisher,genre,players,rating,summary,url
0,The Legend of Zelda: Twilight Princess,gamecube,"Dec 11, 2006",,96,8.9,Nintendo,Nintendo,"['Action Adventure', ',                                            ', 'Fantasy', ' ']",1 Player,T,"In the next chapter in the Legend of Zelda series, Link can transform into a wolf to scour the darkened land of Hyrule. With the help of Midna, a mysterious being, you must guide Link through hordes of foul creatures and challenging bosses using new moves and a new horseback combat system.  Many puzzles stand between Link and the fulfillment of his quest, so you must sharpen your wits as you hunt for weapons and items.",https://metacritic.com/game/gamecube/the-legend-of-zelda-twilight-princess
1,The Legend of Zelda: Twilight Princess,wii,"Nov 19, 2006",,95,9.0,Nintendo,Nintendo,"['Action Adventure', ',                                            ', 'Fantasy', ',                                            ', 'General', ',                                            ', 'Fantasy', ',                                            ', 'Open-World', ' ']",No Online Multiplayer,T,"When an evil darkness enshrouds the land of Hyrule, a young farm boy named Link must awaken the hero - and the animal - within. When Link travels to the Twilight Realm, he transforms into a wolf and must scour the land with the help of a mysterious girl named Midna. Using the power and unique control of the Wii console, The Legend of Zelda: Twilight Princess features precise aiming control using the Wii Remote. The Wii Remote and the Nunchuk controller are used for a variety of game activities, including fishing and special sword attacks. Players ride into battle against troops of foul creatures using an amazing horseback combat system, then take on massive bosses that must be seen to be believed. [Nintendo]",https://metacritic.com/game/wii/the-legend-of-zelda-twilight-princess
2,Gears of War,xbox-360,"Nov  7, 2006",['PC'],94,8.4,Epic Games,Microsoft Game Studios,"['Action', ',                                            ', 'Shooter', ',                                            ', 'Shooter', ',                                            ', 'Third-Person', ',                                            ', 'Sci-Fi', ',                                            ', 'Sci-Fi', ',                                            ', 'Arcade', ' ']",8  Online,M,"Gears of War blends tactical action with survival horror and thrusts gamers into a deep and harrowing story of humankind's epic battle for survival against the Locust Horde, a nightmarish race of creatures that surface from the bowels of the planet. Lead war hero Marcus Fenix and his fire team as they face the onslaught of merciless warrior fiends. A revolutionary tactical combat system and breathtaking, high-definition visuals from the Unreal Engine 3 immerse you in a horrifying story of war and survival. A.I. teammates are indiscernable from human players. Voice recognition and real-time lip synching heighten the experience. The battlefield is a lethal place. To survive, suppress your enemy with blindfire, take cover in interactive environments, or use weapons and teammates to outwit your foes. [Microsoft]",https://metacritic.com/game/xbox-360/gears-of-war
3,The Elder Scrolls IV: Oblivion,xbox-360,"Mar 20, 2006","['PC', 'PlayStation 3']",94,8.8,Bethesda Softworks,2K Games,"['Role-Playing', ',                                            ', 'First-Person', ',                                            ', 'First-Person', ',                                            ', 'Western-Style', ' ']",No Online Multiplayer,M,"Oblivion is a single-player game that takes place in Tamriel's capital province, Cyrodiil. You are given the task of finding the hidden heir to a throne that sits empty, the previous emperor having been killed by an unknown assassin. With no true Emperor, the gates to Oblivion (the equivalent of hell in the world of Tamriel) open, and demons begin to invade Cyrodiil and attack its people and towns. It's up to you to find the lost heir to the throne and unravel the sinister plot that threatens to destroy all of Tamriel. In keeping with the Elder Scrolls tradition, players have the option to experience the main quest at their own pace, and there are plenty of opportunities to explore the vast world and make your own way. Numerous factions can be joined, such as the thieves or mages guilds, and each contains its own complete storyline and the chance to rise to the head of the faction and reap further rewards. Oblivion features a groundbreaking new AI system, called Radiant AI, which gives non-player characters (NPCs) the ability to make their own choices based on the world around them. They decide where to eat or who to talk to and what they say. They sleep, go to church, and even steal items, all based on their individual characteristics. Full facial animations and lip-synching, combined with full speech for all dialog, allows NPCs to come to life like never before. [Bethesda]",https://metacritic.com/game/xbox-360/the-elder-scrolls-iv-oblivion
4,The Elder Scrolls IV: Oblivion,pc,"Mar 20, 2006","['PlayStation 3', 'Xbox 360']",94,8.3,Bethesda Softworks,2K Games,"['Role-Playing', ',                                            ', 'First-Person', ',                                            ', 'First-Person', ',                                            ', 'Western-Style', ' ']",No Online Multiplayer,M,"Oblivion is a single-player game that takes place in Tamriel's capital province, Cyrodiil. You are given the task of finding the hidden heir to a throne that sits empty, the previous emperor having been killed by an unknown assassin. With no true Emperor, the gates to Oblivion (the equivalent of hell in the world of Tamriel) open, and demons begin to invade Cyrodiil and attack its people and towns. It's up to you to find the lost heir to the throne and unravel the sinister plot that threatens to destroy all of Tamriel. In keeping with the Elder Scrolls tradition, players have the option to experience the main quest at their own pace, and there are plenty of opportunities to explore the vast world and make your own way. Numerous factions can be joined, such as the thieves or mages guilds, and each contains its own complete storyline and the chance to rise to the head of the faction and reap further rewards. Oblivion features a groundbreaking new AI system, called Radiant AI, which gives non-player characters (NPCs) the ability to make their own choices based on the world around them. They decide where to eat or who to talk to and what they say. They sleep, go to church, and even steal items, all based on their individual characteristics. Full facial animations and lip-synching, combined with full speech for all dialog, allows NPCs to come to life like never before. [Bethesda]",https://metacritic.com/game/pc/the-elder-scrolls-iv-oblivion
5,Metal Gear Solid 3: Subsistence,playstation-2,"Mar 14, 2006",,94,8.0,Aspect,Konami,"['Action Adventure', ',                                            ', 'Modern', ' ']",8  Online,M,"Metal Gear goes online for the first time in Metal Gear Solid 3 Subsistence! Players can battle or team up with up to 7 other friends for online dominance. Featuring different gameplay modes, new camera system, and robust online play, Subsistence is the game that gives players a brand new Metal Gear experience. Includes MGS3 Snake Eater and all new Online Modes, including Death Match, Team Death Match, Sneaking Mission, Capture Mission, and Rescue Mission. Third Person Camera system gives players more control. Bonus Metal Gear and Metal Gear 2 Solid Snake games which have never been released before in the North America. Demo Theater, Duel Mode, and new stages for Snake vs. Monkey mini-game. [Konami]",https://metacritic.com/game/playstation-2/metal-gear-solid-3-subsistence
6,Company of Heroes,pc,"Sep 13, 2006",['iPhone/iPad'],93,8.7,Relic,THQ,"['Strategy', ',                                            ', 'Real-Time', ',                                            ', 'Historic', ',                                            ', 'General', ',                                            ', 'Historic', ' ']",Up to 8 ,M,"A real-time strategy game set in World War II, Company of Heroes brings to life, in full cinematic detail, the greatest war mankind has ever known. Company of Heroes is built on Relic's next-generation Essence Engine and also utilizes the Havok Physics engine, delivering cinematic visual detail in a world completely driven by realistic physics. Gamers will experience the journey of the brave men of Able Company in a deep single-player campaign that begins with the invasion of Normandy through their fight across Europe, all set against the most dynamic battlefield ever seen in a game. Company of Heroes' completely destructable environment means no two battles ever play out in the same way. Advanced squad AI delivers startling new realism and responsiveness, bringing soldiers to life as they interact with the environment and execute advanced squad tactics to eliminate the opposition forces. [THQ]",https://metacritic.com/game/pc/company-of-heroes
7,Okami,playstation-2,"Sep 19, 2006",,93,9.1,Clover Studio,Capcom,"['Action Adventure', ',                                            ', 'Fantasy', ' ']",1 Player,T,"In Okami, the legendary monster Orochi has come back to life and turned the world into a veritable wasteland. Players must assume the role of a wolf, an embodiment of the sun god Amaterasu, which is capable of wielding unimaginable power. The state of the world lies in gamer's hands as they must fight ominous beings and reclaim the earth from a curse that plagues it. It is crucial to help Amaterasu make the world a place where all living creatures can dwell once again. [Capcom]",https://metacritic.com/game/playstation-2/okami
8,Final Fantasy XII,playstation-2,"Oct 31, 2006",,92,7.6,Square Enix,Square Enix,"['Role-Playing', ',                                            ', 'Console-style RPG', ' ']",1 Player,T,"The story takes place in a world called ""Ivalice,"" in an age when magic was commonplace and airships plied the skies - the Archadian Empire, seeking to strengthen its base of power, had been invading and subjugating its neighboring lands one by one- a fate which befell the small Kingdom of Dalmasca. Archadia's invasion and the subsequent death of the Dalmascan king prompted the Princess Ashe, the sole surviving heir to the Dalmascan throne, to take up arms against the invaders. In her struggle to oust the occupying Archadian forces and restore freedom to her people, Ashe must watch as many of her allies pay the blood price for that freedom. Though tempted to abandon all hope in the face of the Empire's might, her determination keeps her from succumbing before what would seem to be inevitable defeat. Then she meets Vaan, an urchin from the Dalmascan capital of Rabanastre. Vaan dreams of one day becoming a sky pirate, escaping the Empire on his airship. Vaan, Ashe, Vaan's friend Penelo, the sky pirate Balthier, his partner Fran and many more are on an adventure through Ivalice that traces the mysteries behind the Archadian Empire's invasion. Bringing with it a wide array of new gameplay elements, Final Fantasy XII will change the way players think about the Final Fantasy series. Numerous possibilities abound within each scenario, allowing for a less linear, more unique experience for each player. The game also supports Dolby Pro Logic II both in-game and during movie sequences, immersing the player in the middle of the action. [Square Enix]",https://metacritic.com/game/playstation-2/final-fantasy-xii
9,Guitar Hero II,playstation-2,"Nov  7, 2006",['Xbox 360'],92,8.4,Harmonix Music Systems,RedOctane,"['Miscellaneous', ',                                            ', 'Rhythm', ',                                            ', 'Music', ' ']",1-2 ,T,"Rock the Rhythm, Lead, and Bass Guitar tracks in the follow-up sequel to ""Guitar Hero."" Form your guitar duo and shred riffs cooperatively or go head to head in all new multiplayer modes. With over 55 tracks to rock out to, you'll go from Guitar Hero to Guitar god in one press of a fret button. Choose from multiple rock characters and jam at concert venues that grow in size as your rock career progresses. You'll start your rock career playing small clubs and bars, but if you play well you'll work your way up to stadiums and arenas. Guitar Hero II takes the guitar rock experience to new volumes by allowing players to play 3 different guitar tracks: Rhythm, Bass, and Lead. Guitar Hero II introduces all new multiplayer modes like: cooperative, pro-face off, and face off, letting 2 Guitar Heroes conduct their own symphonies of destruction. Shred School: Guitar Hero II features an all new practice mode, allowing Guitar Zeroes to become Guitar Heroes with enough practice. [RedOctane]",https://metacritic.com/game/playstation-2/guitar-hero-ii
