,title,platform,release_date,other_platforms,metascore,user_score,developer,publisher,genre,players,rating,summary,url
0,Grand Theft Auto V,xbox-one,"Nov 18, 2014","['PC', 'PlayStation 3', 'PlayStation 4', 'PlayStation 5', 'Xbox 360', 'Xbox Series X']",97,7.9,Rockstar North,Rockstar Games,"['Action Adventure', ',                                            ', 'Modern', ',                                            ', 'Open-World', ' ']",Up to 30 ,M,"Fun Game for a low price. I bought this game in 2017 and there is still a lot I have to do. It is also fun to screw around in Los Santos, trying to survive police chases, etc.",https://metacritic.com/game/xbox-one/grand-theft-auto-v
1,Grand Theft Auto V,playstation-4,"Nov 18, 2014","['PC', 'PlayStation 3', 'PlayStation 5', 'Xbox 360', 'Xbox One', 'Xbox Series X']",97,8.3,Rockstar North,Rockstar Games,"['Action Adventure', ',                                            ', 'Modern', ',                                            ', 'Open-World', ' ']",Up to 30 ,M,"The sprawling sun-soaked metropolis of Los Santos is chock full of self-help coaches, starlets and C-List celebrities, once on top of the media world, now struggling to stay relevant in time of economic malaise and lowest-common-denominator reality TV. Amidst this madness, three unique criminals plan their own chances of survival and success: Franklin, a street-level hustler in search of opportunities for serious money; Michael, an ex-con whose ""retirement"" is a less rosy than he hoped it would be; and Trevor, a violent dude driven by the chance for a quick high and the next big score. Nearly out of options, the crew risks it all in a series of daring and dangerous heists that could set them up for life - one way or the other.",https://metacritic.com/game/playstation-4/grand-theft-auto-v
2,The Last of Us Remastered,playstation-4,"Jul 29, 2014",,95,9.2,Naughty Dog,SCEA,"['Action Adventure', ',                                            ', 'General', ',                                            ', 'Modern', ' ']",Up to 8 ,M,"The Last of Us has been rebuilt for the PlayStation4 system. Now featuring full 1080p, higher resolution character models, improved shadows and lighting, in addition to several other gameplay improvements. 20 years after a pandemic has radically changed known civilization, infected humans run wild and survivors are killing each other for food, weapons; whatever they can get their hands on. Joel, a violent survivor, is hired to smuggle a 14 year-old girl, Ellie, out of an oppressive military quarantine zone, but what starts as a small job soon transforms into a brutal journey across the U.S. The Last of Us Remastered includes the Abandoned Territories Map Pack, Reclaimed Territories Map Pack, and the critically acclaimed The Last of Us: Left Behind Single Player campaign that combines themes of survival, loyalty, and love with tense, survival-action gameplay. Remastered Features:-Explore a brutal post-pandemic world, fully realized with the power of PlayStation4 system-Includes additional game content: over $30 in value-Delve into Ellies past in Left Behind, the single-player prequel chapter-Eight new multiplayer maps in the Abandoned and Reclaimed Territories packs-In-game cinematic commentary from the cast and creative director",https://metacritic.com/game/playstation-4/the-last-of-us-remastered
3,Super Smash Bros. for Wii U,wii-u,"Nov 21, 2014",['3DS'],92,8.9,Bandai Namco Games,Nintendo,"['Action', ',                                            ', 'Fighting', ',                                            ', 'Fighting', ',                                            ', '3D', ',                                            ', '2D', ',                                            ', '2D', ',                                            ', '3D', ' ']",Up to 8 ,E10+,"Amazing game, may even be the first time a smash game gets a goty award as it is filled with content a ton of new modes and characters( 8 player smash is awesome) and stages. It is truly a next gen game.I think everyone knew this would be hit with awesome review scores however the real test is how much it helps the wii u, and I hope it helps it a lot",https://metacritic.com/game/wii-u/super-smash-bros-for-wii-u
4,Dark Souls II,xbox-360,"Mar 11, 2014","['PC', 'PlayStation 3']",91,7.9,From Software,Namco Bandai Games,"['Action RPG', ',                                            ', 'Role-Playing', ',                                            ', 'Action RPG', ' ']",Up to 4 ,T,"Prepare to die... Again. Dare yourself to engage against intense gameplay in a vast world powered by a new engine. Immerse yourself into mind-bending environments filled with new twisted monsters and deadly bosses. A vast array of threats will prey on human senses & phobias - auditory hallucinations, vertigo, acrophobia, etc. More intricate customization options provide weapons and armor tailoring to player style. [Namco Bandai Games]",https://metacritic.com/game/xbox-360/dark-souls-ii
5,Bayonetta 2,wii-u,"Sep 20, 2014",['Switch'],91,8.9,PlatinumGames,Nintendo,"['Action Adventure', ',                                            ', 'Fantasy', ',                                            ', 'Fantasy', ',                                            ', 'Linear', ' ']",No Online Multiplayer,M,"In this climatic sequel to the critically acclaimed Bayonetta action game, players will be on the edge of their seats from start to finish. Brimming with epic, gorgeous cut scenes and battles that are more exhilarating than ever, this game never lets up on the action. Fight on top of a jet as it soars through a downtown city. Duke it out against a giant angel, who bears a whip for an arm, on top of a speeding train. And take to the skies in a fight against a demonic monster while ascending to the top of a skyscraper.",https://metacritic.com/game/wii-u/bayonetta-2
6,Kentucky Route Zero - Act III,pc,"May  6, 2014",,91,6.7,Cardboard Computer,Cardboard Computer,"['Adventure', ',                                            ', 'General', ' ']",,,"Kentucky Route Zero is currently the best thing happening in the world of gaming. Seriously, no game on the market can match the way these individual episodes control tone, theme, and atmosphere. I'd say I can't wait for the next act, but my impatience is not a virtue when it comes to this game.",https://metacritic.com/game/pc/kentucky-route-zero---act-iii
7,Dark Souls II,pc,"Apr 25, 2014","['PlayStation 3', 'Xbox 360']",91,7.2,From Software,Bandai Namco Games,"['Action RPG', ',                                            ', 'Role-Playing', ',                                            ', 'Action RPG', ' ']",Up to 4 ,T,"A well rounded, highly detailed game. Truly a masterpiece of gaming. High difficulty level with unforgiving bosses can be frustrating, but always rewarding.",https://metacritic.com/game/pc/dark-souls-ii
8,Dark Souls II,playstation-3,"Mar 11, 2014","['PC', 'Xbox 360']",91,8.2,From Software,Namco Bandai Games,"['Action RPG', ',                                            ', 'Role-Playing', ',                                            ', 'Action RPG', ' ']",Up to 4 ,T,"Prepare to die... Again. Dare yourself to engage against intense gameplay in a vast world powered by a new engine. Immerse yourself into mind-bending environments filled with new twisted monsters and deadly bosses. A vast array of threats will prey on human senses & phobias - auditory hallucinations, vertigo, acrophobia, etc. More intricate customization options provide weapons and armor tailoring to player style. [Namco Bandai Games]",https://metacritic.com/game/playstation-3/dark-souls-ii
9,Diablo III: Ultimate Evil Edition,playstation-4,"Aug 19, 2014","['PC', 'PlayStation 3', 'Xbox 360', 'Xbox One']",90,7.8,Blizzard Entertainment,Blizzard Entertainment,"['Action RPG', ',                                            ', 'Role-Playing', ',                                            ', 'Action RPG', ' ']",Up to 4 ,M,"PlayStation 4 players can now experience the full adventure of Blizzard’s epic action RPG, Diablo III, and the upcoming expansion, Reaper of Souls all from the comfort of their couch in Diablo III: Ultimate Evil Edition! Take on the role of one of six powerful character class Barbarian, Demon Hunter, Monk, Witch Doctor, Wizard, or the all-new Crusader and embark on a dark journey through Acts I-V to save the world of Sanctuary from ancient and sinister forces. With the new DUALSHOCK 4 wireless controller and a custom-designed console interface, players will be outfitted with touch pad functionality and new social features as they engage in pulse-pounding combat with hordes of monsters and acquire items of incredible power.",https://metacritic.com/game/playstation-4/diablo-iii-ultimate-evil-edition
