,title,platform,release_date,other_platforms,metascore,user_score,developer,publisher,genre,players,rating,summary,url
0,Uncharted 4: A Thief's End,playstation-4,"May 10, 2016",,93,8.8,Naughty Dog,SCEA,"['General', ',                                            ', 'Modern', ',                                            ', 'Action Adventure', ',                                            ', 'Linear', ' ']",Up to 10 ,T,"Set 3 years after the events of Uncharted 3, Nathan Drake has apparently left the world of fortune hunting behind. However, it doesn’t take long for adventure to come calling when Drake’s brother, Sam, re-emerges asking for his help to save his own life and offering an adventure Drake cannot resist. On the hunt for Captain Henry Avery’s long-lost treasure, Sam and Drake embark on a journey to find Libertalia, the pirate utopia deep in the forests of Madagascar. Uncharted 4: A Thief’s End takes players around the globe, through jungle isles, urban cities and snow-capped peaks on the search for Avery’s fortune. [Naughty Dog]",https://metacritic.com/game/playstation-4/uncharted-4-a-thiefs-end
1,INSIDE,xbox-one,"Jun 29, 2016","['iPhone/iPad', 'PC', 'PlayStation 4', 'Switch']",93,8.4,PLAYDEAD,PLAYDEAD,"['Action', ',                                            ', 'Platformer', ',                                            ', '2D', ' ']",,M,"Fascinating and breathtaking from A to Z. Never a game has deliver so much feelings to me. INSIDE shows how video games are meant to be. But it also shows how Art can be. Thank you Playdead, for everything.",https://metacritic.com/game/xbox-one/inside
2,Out of the Park Baseball 17,pc,"Mar 22, 2016",,92,3.3,Out Of The Park Developments,Out Of The Park Developments,"['Sports', ',                                            ', 'Team', ',                                            ', 'Baseball', ',                                            ', 'Sim', ' ']",,,"Step into the shoes of a team owner, GM, and/or field manager to own the future or rewrite the past of your favorite real-world club. Start a new career with 2016 Opening Day rosters of the real major or minor leagues, or span through 150 years of history and run any club from the past! Perform drafts, trades, scouting, waivers, team finances and personnel. Negotiate player contracts. Dive into the more hands-on management and set your team's lineups, pitching staffs, and in-game strategy. You can oversee your league at a high level, or play out each game, managing play by play or even pitch by pitch!",https://metacritic.com/game/pc/out-of-the-park-baseball-17
3,The Witcher 3: Wild Hunt - Blood and Wine,pc,"May 30, 2016","['PlayStation 4', 'Xbox One']",92,9.1,CD Projekt Red Studio,Warner Bros. Interactive Entertainment,"['Role-Playing', ',                                            ', 'Action RPG', ' ']",No Online Multiplayer,M,"Don't like bright colors of Tussent, as for me, dark Vellen was better. But anyway, amazing story and so good quests and characters. The Witcher is The Witcher - must play anyway.",https://metacritic.com/game/pc/the-witcher-3-wild-hunt---blood-and-wine
4,Overwatch,pc,"May 23, 2016","['PlayStation 4', 'Switch', 'Xbox One']",91,6.4,Blizzard Entertainment,Blizzard Entertainment,"['General', ',                                            ', 'Action', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Tactical', ' ']",Up to 12 ,T,"Easily one of the best multiplayer first person shooters. Vastly better than Team Fortress 2, which i used to play in the past. The graphics , sounds, and general production values are incredible. The game is very polished, and runs incredibly well even on very low powered hardware. Movement is fluid and fast, and the shooting is satsfying. Heroes are really distinct and have their own personality and gameplay. No hero plays the same like another.  Also, since i have seen this online lately, disregard anyone who complains about hero balance and about cheesy tactics that are somehow ""unbeatable"". This is clearly a ""learn to play"" issue. I played the Beta a lot, and let me tell you, that balance is in a very good place, though could be improved even more. Everything has its counters. While this game has only 12 maps right now, and it is repetitive, it manages to stay fun and interesting for a surprisingly long time. The main reason for this is that the game has immense depth under the casual-friendly appearence, it is one of those easy to learn but very hard to master games. There is always something new to try and learn. And the competitive aspect of the game will keep you coming for more. The main downside of this game, is that if you have no friends to play with, you won't get nearly the same satisfaction with those who do have their own party. This game is heavily based around teamwork and tactics. You can still find success solo, of course, but will be more difficult. Other than that, the game deserves its price. Totally recommended.",https://metacritic.com/game/pc/overwatch
5,Overwatch,xbox-one,"May 23, 2016","['PC', 'PlayStation 4', 'Switch']",91,5.9,Blizzard Entertainment,Blizzard Entertainment,"['Action', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Tactical', ' ']",Up to 12 ,T,"What a breathe of fresh air. This game is amazing. You can tell when a game is above average when trolls come and vote 1. Even the worst games arent a 1! This should show you that this game is here to stay. 10/10 and looking forward to all the free DLC! If you dont play this you are missing out big time. Balanced so well, maps are amazing and the design is just out of this world. SO GOOD!",https://metacritic.com/game/xbox-one/overwatch
6,Forza Horizon 3,xbox-one,"Sep 23, 2016",['PC'],91,8.1,Playground Games,Microsoft Game Studios,"['Racing', ',                                            ', 'Simulation', ',                                            ', 'Automobile', ' ']",Up to 12 ,E,"You are now in charge of the Horizon Festival. Customize everything, hire and fire your friends, and explore Australia in over 350 of the world’s greatest cars. Make your Horizon the ultimate celebration of cars, music, and freedom of the open road. How you get there is up to you. With the new Horizon Blueprint feature, you have the power to create and instantly share your custom gameplay. You can even hire friends to star in your festival and win you more fans. If they’re not winning you fans, fire them. Danger Sign Jumps, Convoys, Drift Zones, and Showcase events that pit you and against a fleet of speedboats, a giant zeppelin, and more. Select your own driver character, customize your cars, create vanity license plates – even choose your own horn sound. Drive to the music you love choosing from eight diverse radio stations, or create a custom station using your own music collection. In addition to 12-player online free roam and multiplayer racing, all-new 4-player online co-op allows you and your friends to enjoy the variety, competition, and rewards of a Horizon campaign together for the first time. [Xbox.com]",https://metacritic.com/game/xbox-one/forza-horizon-3
7,The Witcher 3: Wild Hunt - Blood and Wine,playstation-4,"May 30, 2016","['PC', 'Xbox One']",91,9.1,CD Projekt Red Studio,Warner Bros. Interactive Entertainment,"['Role-Playing', ',                                            ', 'Action RPG', ' ']",No Online Multiplayer,M,"a smooth and agitating storytelling, a breathtaking world design, and masterfully built characters. an overall experience that will leave you depressed and nostalgic after a while. I guarntee you won't try anything like this masterpiece anywhere. an expansion pack that competes with high quality AAA games",https://metacritic.com/game/playstation-4/the-witcher-3-wild-hunt---blood-and-wine
8,INSIDE,playstation-4,"Aug 23, 2016","['iPhone/iPad', 'PC', 'Switch', 'Xbox One']",91,8.5,PLAYDEAD,PLAYDEAD,"['Action', ',                                            ', 'Platformer', ',                                            ', '2D', ' ']",,M,"Like this delicate butterfly lost in vapors and cogs of LIMBO, INSIDE is a state of grace.An accomplishment. Thank you Arnt Jensen, thank you Playdead.",https://metacritic.com/game/playstation-4/inside
9,Overwatch,playstation-4,"May 23, 2016","['PC', 'Switch', 'Xbox One']",90,6.4,Blizzard Entertainment,Blizzard Entertainment,"['Action', ',                                            ', 'Shooter', ',                                            ', 'First-Person', ',                                            ', 'Tactical', ' ']",Up to 12 ,T,"I've put over 50 hours into this game. Many people have put in more - because they've had fun playing it. Got hooked on the beta. If you haven't played the beta, that's probably the only reason you don't already have the full game. In all seriousness, it does something that no other shooter on console has done successfully - created a fun, truly team based, engaging, competitive game that has a high skill ceiling with a low barrier to entry and lovable characters. On the surface it is simple, but play it for a while and you'll understand why Overwatch exceeds the hype.",https://metacritic.com/game/playstation-4/overwatch
